payeeName,count,sum_amount
Scholten for Congress,1,250.00
Charlie Christ for Congress,1,250.00
Conservative leadership fund,1,250.00
Gina Ortiz,1,250.00
Sarah for NC,1,250.00
Indiana Democratic Party,1,250.00
Americans for Parnell Committee,1,250.00
RITA HART FOR IOWA,1,250.00
Chrissy Houalahan for Congress,1,250.00
SCHOLTEN4IOWA Campaign Committee,1,250.00
Roger Huffstetler VA-8,1,250.00
Jack Reed for the US Senate,1,250.00
Sen. Gary Peters (D-PA),1,250.00
Yoho for Congress,1,250.00
xochitl for congress,1,250.00
George P Bush,1,250.00
Jim Langevin for Congress,1,250.00
BMO Harris Bank N.A.,1,250.00
Stephen Bulloch for President,1,250.00
Hoyer Committee,1,250.00
Laurie Trahan,1,250.00
Jesse Mermel,1,250.00
Bulloch for President,1,250.00
Rep. Jim Banks,1,250.00
Rhonda Foxx for Congress (6th District North Carolina),1,250.00
Jaime Harrison for Senate (South Carolina),1,250.00
Indiana Democratic Congressional Victory Committee,1,250.00
Carolyn Long for Congress,1,250.00
Friends of Barbara Hernandez,1,250.00
Friends of Lance Yednock,1,250.00
Friends of Stephanie Kifowit,1,250.00
Citizens for Linda Holmes,1,250.00
Citizens for James Albert,1,250.00
Friends of Tim Sneller,1,250.00
Devlin for Judge,1,250.00
Friends of Assad Akhter,1,250.00
Sean McCann for State Senate,1,250.00
Peters for Illinois,1,250.00
Friends of Suzy Glowiak Hilton,1,250.00
Friends of Laura Fine,1,250.00
Kaela Berg for State Representative,1,250.00
Friends of Joshua Boschee,1,250.00
Robin for Leadership,1,250.00
Citizens for Ann Gillespie,1,250.00
Hoyer for U.S. Congress,1,250.00
Schatz for  U.S. Senate,1,250.00
Bera for U.S. Congress,1,250.00
McCollum for Congress ,1,250.00
Amy McGrath For Senate,1,250.00
Steve Danon,1,250.00
Sharice for Congress ,1,250.00
Hal Hiemstra,1,250.00
Hall Hiemstra,1,250.00
Anthony Gonzalez for CHTTPS,1,250.00
Patterson for Congress,1,250.00
JARED GOLDEN FOR CONGRESS,1,250.00
John Hickenlooper for President,1,250.00
Lee Carter for Congress,1,250.00
John Bell for Congress,1,250.00
Dan Helmer for Congress,1,250.00
Debra Rodman for Congress,1,250.00
Ghazala Hashmi for Congress,1,250.00
Alex Askew for Congress,1,250.00
Rodney Willett for Congress,1,250.00
Kelly Fowler for Congress,1,250.00
Joshua Cole for Congress,1,250.00
Clinton Jenkins for Congress,1,250.00
Jennifer Carroll Foy for Congress,1,250.00
ActBlue Jeff Merkley,1,250.00
Kelly Mitchell for Congress,1,250.00
Kansans for Clifford,1,250.00
"Frie3nds of Todd Young, Inc.",1,250.00
Devin Nunes Campaign Committee ,1,250.00
ARLINGTON COUNTY DEMOCRATIC COMMITTEE JOINT FEDERAL CAMPAIGN,1,250.00
CBAI,1,250.00
Service 1st Women's Victory Fund,1,250.00
Evelyn Farkas (NY-17),1,250.00
Lankpac,1,250.00
Senator Leahy for Senate,1,250.00
American Academy of Dermatology Association,1,250.00
Act Blue Pete Buttigieg,1,250.00
James Michael O'Neill,1,250.00
Salzar for Congress,1,250.00
Tony Cardenas for Congress ,1,250.00
Antonio Delgado,1,250.00
Friends of Dwight Evans,1,250.00
House of Conservative Fund,1,250.00
Lank PAC ,1,250.00
Scott Fitzgerald for Wisconsin,1,250.00
North to the Future,1,250.00
Sri Preston Kulkarni for Congress,1,250.00
Marc Veasey,1,250.00
Rosa DeLauro,1,250.00
All Your Friends & Neighbors Who Support John Blair,1,250.00
Jake Auchincloss for Congress,1,250.00
Eastman for Congress,1,250.00
Oz for Congress,1,250.00
Nicholas Colvin for Congress,1,250.00
Huizenga for Congress ,1,250.00
Alice Madden for Senate,1,250.00
Greenfield for Iowa,1,250.00
Jennifer Berzok,1,250.00
Chris Coons US Senator for Delaware,1,250.00
"John Blair for Congress, NM",1,250.00
Gus Bilirakis for Congress ,1,250.00
Mike Bell for Senate ,1,250.00
BECPAC,1,250.00
Jack PAC,1,250.00
Cochran for state representative ,1,250.00
Russell for state representative ,1,250.00
Cam PAC ,1,250.00
Zachary for state representative ,1,250.00
Susan Lynn for state representative ,1,250.00
Deborah Ross for Congress,1,250.00
Senator Tom Cotton,1,250.00
Virginia Senate Dem Caucus,1,250.00
Amy Klobuchar for President,1,250.00
Ernst Victory for Iowa,1,250.00
ACI-NA,1,250.00
Congresswoman Lucille Roybal-Allard,1,250.00
Mike Braun for Senate,1,250.00
Bryan Steil for Congress,1,250.00
Friends of Jonathan Fahey,1,250.00
Senator Lisa Murkowski,1,250.00
Mickie Sherrill for Congress,1,250.00
Jeff Van Drew for US Congress,1,250.00
Jason Crown for Congress,1,250.00
Re-elect Betty,1,250.00
PACTOTHEFUTURE,1,250.00
Howard Marlowe,1,250.00
Nicole for New York ,1,250.00
Kirsten Gillibrand for President,1,250.00
Shelley Moore Capito For Congress,1,250.00
D.S.C.C.,1,250.00
Joe Millado for Congress ,1,250.00
Texans for HENRY CUELLAR Congressional Campaign ,1,250.00
Donald Payne Jr. for Congress ,1,250.00
Lone Star PAC,1,250.00
Brian Fitzherbert for Congress,1,250.00
Lummis for Seante,1,250.00
matsui for congress,1,250.00
Chele Farley for Congress,1,250.00
Rep. Nanette Barragan,1,250.00
Patrick Leahy,1,250.00
ACTBLUEANDYKIM,1,250.00
Daniel Naatz,1,250.00
The Guardian Fund PAC ,1,250.00
Vote Vets PAC,6,245.00
Cory Booker for President,4,245.00
"Corcoran Caterers, Inc.",1,240.36
George W. Bush Presidential Foundation,1,240.00
Act Blue Jahana Hayes,2,238.00
Act Blue Lucy McBath,2,238.00
Act Blue Cindy Axne,2,238.00
Act Blue Lauren Underwood,2,238.00
Act Blue Angie Craig,2,238.00
Act Blue Lizzie Fletcher,2,238.00
Act Blue Kim Schrier,2,238.00
Schrier for Congress,2,238.00
McBath for Congress,2,238.00
Lucia McBath for Congress,2,238.00
Mark Kelly,4,235.00
Yale University,2,233.41
Axis Promotions,1,232.50
Columbus Corporate Caterers,1,225.74
Joe Cunningham,3,225.00
"Inkind-Steil for Congress, Inc.",1,220.32
Inkind-Lance Gooden for Congress Comm.,1,220.32
Andrew Newhart,11,220.00
"Pete for America, Inc.",1,220.00
Bistro Bis ,1,218.00
Bernie Sanders for President,2,217.00
actBlue,2,215.00
"Promoworld, Inc",1,214.00
Arent Fox LLP PAC (AFPAC),1,210.00
Actblue/Friends of Lucy McBath,2,208.25
Christina Tzinzun Ramirez,2,200.00
Steve Bullock for President 2020,2,200.00
Elizabeth Warren for President,2,200.00
Kevin Brady,2,200.00
Senator Charles Grassley,2,200.00
Act Blue Elisa Cardnell,2,200.00
"Friends of Juan Thomas (for Illinois state Representative, district 83)",2,200.00
Mike Crapo for Senate,2,200.00
Alec Stone,2,200.00
RONPAC,2,200.00
Friends of Mia Love PAC,2,200.00
Nick Hellyar for Houston City Council,2,200.00
Steve Bullock for President ,2,200.00
Jaime Harrison For US Senate,1,200.00
AUAPAC,1,200.00
Kapture for Congress,1,200.00
PowerPAC EEI,1,200.00
Financial Services Forum Political Action Committee,1,200.00
"Weld 2020 Presidential Campaign Committee, Inc. ",1,200.00
WALDEN FOR CONGRESS INC.,1,200.00
Sara Hart Weir for Congress  ,1,200.00
Cristina Tzintzun Ramirez for Congress,1,200.00
Rep. Bryan Steil,1,200.00
Rodriguez for Congress 2020,1,200.00
Iowa Renewable Fuels Association PAC,1,200.00
Colleen K Moss,1,200.00
Bryan Steil for Wisconsin,1,200.00
Irish American Democrats            ,1,200.00
Virginia Senate Democratic Caucus,1,200.00
Virginia House Democratic Caucus ,1,200.00
Tom Carper for Senate,1,200.00
Rep. Xochitl Torres Small (D-NM),1,200.00
Rep. Debbie Mucarsel Powell (D-FL),1,200.00
Rep. Mike Levin (D-CA),1,200.00
Rep. Gil Cisneros (D-CA),1,200.00
Rep. Antonio Delgado (D-NY),1,200.00
Schupp for Congress,1,200.00
Liz Lovelett for State Senate,1,200.00
American Gas Association's Political Action Committee (GAS PAC),1,200.00
Jeff Waldstreicher,1,200.00
ActBlue Tom Malinowski for Congress,1,200.00
Thoms Tillis Committee,1,200.00
Duffy Victory Fund,1,200.00
McGrath for Senate,1,200.00
Betsy Dirksen Londrigan,1,200.00
Iowans For Mary Ann Hanusa,1,200.00
Win With Windschitl,1,200.00
HAPAC ,1,200.00
MEGOP,1,200.00
Jamie Raskin for Congress (MD),1,200.00
HERNPAC,1,200.00
Clark Gideon Victory Fund,1,200.00
Maura Healey,1,200.00
Langevin for Congress (in-kind contribution),1,200.00
Restoring Our Nation PAC,1,200.00
Rachel Hicks,1,200.00
INTA PAC,1,200.00
Morgan Harper for Congress,1,200.00
Theresa Tomlinson for Senate,1,200.00
Committee to Elect Jack Stanton,1,200.00
 Jamie Harrison for U.S. Senate ,1,199.00
Warren for President,4,193.00
Jay Inslee for President,7,185.00
Llego PAC,1,184.00
FedEx,2,183.10
IAO Property Holdings LLC,2,180.00
UAW V-CAP,2,180.00
KLA PAC,1,180.00
Krispy Kreme,1,171.32
Dan McCready,3,170.00
Nixon Peabody LLP PAC,1,165.00
Fortenberry for Congress -- In Kind Contribution,1,164.82
Moolenaar for Congress -- In Kind Contribution,1,164.82
Adrian Smith for Congress -- In Kind Contribution,1,164.82
Indiana Republican State Committee Inc.,1,159.82
Collins Leadership Fund - in Kind,1,155.00
Inkind-Simpson for Congress,1,152.99
VSAPAC,2,150.02
Amy Klobechar,3,150.00
Sen. Jacky Rosen,1,150.00
Paul Rohde ,1,150.00
ACTBLUE*MONDAIRE.JONES,1,150.00
Shane Morigeau,1,150.00
Abby Finkenhauer,1,150.00
Friends of Rod Craig,1,150.00
Citizens to Elect John Connor,1,150.00
Friends of David Welter,1,150.00
Democratic Party of Illinois-NF,1,150.00
United with Delia,1,150.00
Friends of LaPointe,1,150.00
Stand With Chris Murphy,1,150.00
George and Barbara Bush Foundation,1,150.00
Elise Victory Fund,1,150.00
Georgette Gomez Democrat for Congress,1,150.00
AdvaMed ,1,150.00
John Bair,1,150.00
American Public Power Association PowerPAC,1,150.00
Joe Biden for President ,1,150.00
Blake for Congress,1,150.00
United Parcel Service,1,140.00
Conservative Partnership Institute,1,133.00
"National Academy of Recording Arts and Science, Inc. PAC",1,130.00
Vennia Francois for Congress,3,125.00
Stop Republicans,3,125.00
Wendy Davis,2,125.00
Benjamin Vonachen,2,125.00
Democratic Action,2,125.00
Committe to Elect Jesse Mermell,1,125.00
Ty Stober for Vancouver,1,125.00
Xochitil for New Mexico,1,125.00
Democrats Work for America,1,125.00
Joe Cunningham for Congress ,1,125.00
Act Blue DonatetoDems,1,125.00
Act Blue Fed Superpac,1,125.00
Inkind-Meuser for Congress,1,123.99
Inkind-Friends of Denver Riggleman,1,123.60
Aaron Brothers Framing,2,123.30
 Lauren Underwood for Congress,1,119.05
Cindy Axne for Congress ,1,119.00
Kim Schrier for Congress ,1,119.00
Act Blue Sharice Davids,1,119.00
Act Blue - Haley Stevens,1,119.00
Hayes for Congress,1,119.00
Stevens for Congress,1,119.00
Debbie Mucarsell-Powell for Congress,1,119.00
Act Blue Haley Stevens,1,119.00
Actblue/Sharice for Congress,1,119.00
Mikie Sherrill U.S. Congress,1,119.00
Haley Stevens for Congress ,1,119.00
Lucy for Congress,1,119.00
Angie Craig for U.S. Congress,1,119.00
Cindy Axne for U.S. Congress,1,119.00
Lucy McBath for U.S. Congress,1,119.00
Jahan Hayes for Congress,1,119.00
Lucy McBath for COngress,1,119.00
Laura Underwood,1,119.00
Bennet For America,2,110.00
Ronald Reagan Presidential Foundation & Institute,1,105.00
Betsy Londrigan,4,100.00
Ditch Fund,3,100.00
Asha Castleberry,2,100.00
Alexandria Ocasio-Cortez 2020,2,100.00
Donate to Chris Pappas for Congress,1,100.00
Act Blue -- Fair Fight,1,100.00
Irish American  Democrats ,1,100.00
Senator Cory Booker,1,100.00
Senator Kamala Harris,1,100.00
Adam Ebbin,1,100.00
LGBTQ Victory Fund PAC,1,100.00
Kevin Bailey,1,100.00
Tiffany Kaszuba,1,100.00
Pete For America,1,100.00
Michael Bennet for America,1,100.00
Stand with Dan McCready,1,100.00
Eli Greenspan,1,100.00
Irish American Democrats PAC,1,100.00
Kai Kahele for Congress,1,100.00
Cunningham For Congress,1,100.00
Friends of Kelly McGinn,1,100.00
"Donald J. Trump for President, Inc. ",1,100.00
 DCCC,1,100.00
Francis Conole for Congress,1,100.00
Re-Elect Jamie Raskin,1,100.00
Jennifer Carroll for Delegate,1,100.00
Pete Buttigieg for President ,1,100.00
Michael Bennet for President ,1,100.00
American Peanut Shellers Association PAC,1,100.00
Tom Brier for Congress,1,100.00
Cunningham for US Senate,1,100.00
Moulton Leadership Fund,1,100.00
Luke Tomanelli,1,100.00
Haley Stevens Act Blue,1,100.00
Bernie Sanders,1,100.00
Dan for Colorado ,1,100.00
Richard Neal,1,100.00
Indiana Democratic Party - Federal Account,1,100.00
Shay Stautz ,1,100.00
ACTBLUE*RON.KIND,1,100.00
Florida Farm Bureau Federation FedPAC,1,100.00
NCBA PAC,1,100.00
Friends of Doug Jones,1,100.00
Elaine For Congress,1,100.00
Committee to Elect Alyson Sullivan,1,100.00
Trump Make America Great Again Committee ,1,100.00
Stephanie Bice for Congress,1,100.00
Team Mitt (Romney),1,100.00
Kaine for Senate,1,100.00
Tiffany For Congress,1,100.00
committee to elect Theresa Thomas-Smith,1,100.00
ASAE PAC ,1,100.00
Huot for House,1,100.00
Donald J. Trump for President,1,100.00
Donald J Trump for President,1,100.00
Make American Great Again,1,100.00
ActBlue Pallone for Congress,1,100.00
Hala Ayala for Congress,1,100.00
John Blair ,1,100.00
Eric Kutner for Congress,1,100.00
Brier for Congress,1,100.00
SCHOLTEN4IOWA CAMPAIGN COMMITTEE,1,100.00
Beverly Harrison for VA House of Delegates,1,100.00
Dan Helmer for VA House of Delegates,1,100.00
Barr PAC,1,100.00
Joseph and Kathleen Donovan,1,100.00
Nick Colvin,1,100.00
Castro For President,1,100.00
ACTBLUE*Rhonda Foxx,1,100.00
Cristina Ramirez Senate,1,100.00
Katherine Oehmen,1,100.00
Democratic Party of Wisconsin Operating Account,1,100.00
Charlie McConkey For State Representative,1,100.00
Committee to Elect Mascher,1,100.00
Lensing For House District #85,1,100.00
Mike Levin ,1,100.00
Josh Harder,1,100.00
TJ Cox,1,100.00
Gil Cisneros ,1,100.00
Mondaire Jones for Congress,1,100.00
Bill Weld for President 2020,1,100.00
Irish American Dems,1,100.00
Ron Pac,1,100.00
Committee to Elect John Mues for Senate,1,100.00
Fraternity & Sorority Political Action Committee,1,100.00
Biden for President (via ACT BLUE),1,100.00
Laura Klick,1,100.00
ActBlue for Kendra Horn,1,100.00
Desiree Sims for Congress,1,100.00
Defense Dem PAC,1,100.00
Jim Hagedorn,1,100.00
ActBlue*Mark.Kelly,1,100.00
American Association of Child and Adolescent Psychiatry PAC,1,100.00
Deval Patrick for President,1,100.00
Ricky Junquera,1,100.00
Re-elect Rep Collin Peterson,1,94.00
Joanne Klimko,1,93.04
"Evelyn Farkas, Democrat for Congress",1,90.00
Newhouse for Congress -- In Kind Contribution,1,89.79
Rutherford for Congress -- In Kind Contribution,1,89.79
Diaz-Balart for Congress -- In Kind Contribution,1,89.79
Alexandria Ocasio-Cortez 2018,3,86.00
Crown Awards,1,85.80
Vote Vets,2,85.00
Lauren Ashcraft for Congress,4,78.00
EEI PowerPAC,3,75.00
Jon Tester,2,75.00
Richelle Friedman,1,75.00
Brendan O'Byran,1,75.00
APAC,1,75.00
Vote Evan,1,75.00
Ross for Maine,1,75.00
Jacqueline Quinones,3,70.00
Sheldon Whitehouse Committee,1,65.00
Michael's,1,64.64
Kenneth Moy,1,64.00
TMAGA Committee,2,60.00
Michael Bennet for President,2,55.00
RILA,1,52.50
ACCP-PAC,2,50.00
Chander for Council,2,50.00
Daily Kos,2,50.00
NDTC,2,50.00
AMGA Voice: Advancing the Value of America's Medical Groups,1,50.00
Michael Pond for Vancouver City Council,1,50.00
Jordan Grossman ,1,50.00
Friends of Jackie Gordan,1,50.00
Dale Crafts for Congress,1,50.00
PAUL TONKO,1,50.00
Anthony Clark 2020 for Congress Committee,1,50.00
citizens for Katherine Schroeder,1,50.00
John Blair,1,50.00
Cory Booker,1,50.00
Julian Castro ,1,50.00
"Fair Fight, Inc. - Federal",1,50.00
Brendan O'Bryan,1,50.00
Michael Bennett for President,1,50.00
Kamela Harris for President,1,50.00
Biden Committee,1,50.00
Secretary of State,1,50.00
Elaine for U.S. Congress,1,50.00
Jordan Grossman for DC Council Ward 2,1,50.00
Beto 4 President,1,50.00
John Hickenlooper for US Senate,1,50.00
Beto 4 America,1,50.00
Jordan for Ward 2,1,50.00
 Bought a shirt to give to a friend at the Dem Conventions.  Bernie Sanders,1,50.00
Kamala Harris For the People,1,50.00
Democratic Party of Wisconsin Federal Account,1,50.00
Adrian Jewett,1,50.00
Hayden Jewett,1,50.00
DGA Victory Fund and Democratic Legislative Campaign Committee,1,50.00
Americans for the Arts Action Fund PAC,1,50.00
National Redistricting Action Fund,1,50.00
Bill Foster,1,50.00
Phil Arballo,1,50.00
Erin Hayden,1,50.00
Staples,1,45.82
Multanomah,1,44.00
Julian Castro,2,40.00
M PAC,1,40.00
Justice Democrats,2,36.00
Dana Balter for Congress,1,35.00
Giffords PAC-IE,1,35.00
Ilhan Omar for Congress,2,30.00
 Vote Vets,1,30.00
CALIFORNIA CHICANO LATINO CAUCUS,1,30.00
William Ruch,1,27.50
Joshua Collins Campaign Committee,1,27.00
Lopez for the People,1,27.00
Jacob Marx,1,25.00
Ryan Krause for Congress,1,25.00
Janessa Goldbeck for Congress,1,25.00
Ayanna Pressley for Congress,1,25.00
klobuchar for president,1,25.00
Michael Bennet for Senate,1,25.00
Gary Peters U.S. Senate,1,25.00
American College of Clinical Pharmacy Political Action Committee (ACCP-PAC),1,25.00
Jim Hood,1,25.00
Karen Handel for Congress,1,25.00
Republican Party of Virginia,1,25.00
Dan Helmer,1,25.00
Friends of Danica Roem,1,25.00
NRDC,1,25.00
Don Beyer,1,25.00
JD Scholten,1,25.00
Kirsten Gillibrand,1,25.00
Amy Klobucher,1,25.00
Tammy Baldwin,1,25.00
Maebe A. Girl for Congress,1,25.00
Empower America Project,1,25.00
Chris Coons,1,20.20
Sherrod Brown,4,20.00
Tom Winter,4,20.00
Tulsi Gabbard for President,2,20.00
John Delany for President,2,20.00
Trump Pence Make America Great,1,20.00
Steyer for President,1,20.00
Andrew Newhart ,1,20.00
BOMAPAC,1,20.00
Joe Kennedy for Massachusetts ,1,20.00
District 17,1,20.00
District 18,1,20.00
Friends of Russell Cirincione,1,19.17
Kamala Harris,2,15.00
Shaniyat Chowdhury for Congress,1,15.00
"Catering works, Inc. ",1,14.00
AFGE,1,13.00
stamps,1,11.00
Steve Bullock For President,1,10.00
Democratic National COmmittee,1,10.00
Laker PAC,1,10.00
Chris Murphy for Senate,1,10.00
Jeff Merkley for Senate,1,10.00
LakerPAC,1,10.00
UPS,1,10.00
Sen. Susan Collins,1,10.00
Delaney for President 2020,1,10.00
Steyer for Congress,1,10.00
Julian for the Future,1,10.00
ACTBLUE.Michael Bennet,1,10.00
Seth Moulton for America,1,7.26
John Delaney,1,5.00
Congressional Progress Caucus,1,5.00
Julian Castro Campaign,1,5.00
ActBlue Federal Tips,4,4.00
Hickenlooper 2020,1,3.00
Tom Steyer 2020,1,1.00
No contributions ,1,1.00
ActBlue Technical Services Tips,1,1.00
ActBlue Technical Tips,1,1.00
The Richard Burr Committee,3,-500.00
New Jersey Democratic State Committee (Fed. Accoun,1,-500.00
Victory '17 Federal,1,"-1,000.00"
Santarsiero for Congress,1,"-1,000.00"
Rooney for Congress,1,"-1,000.00"
Friends of Jennifer Lewis,1,"-1,000.00"
KULKARNI FOR CONGRESS,1,"-1,500.00"
Linsey Fagan for Texas,1,"-1,500.00"
Ryan Costello for Congress,1,"-1,500.00"
